Abbrev,Score,Term,Estimate,Lower,Upper,Raters,Error
Moonlight,Rating,"ICC(C,1)",0.2911874220632898,0.25240120414502043,0.3333689112691689,1,Relative
Moonlight,Rating,"ICC(C,k)",0.9688168625644505,0.962007795132843,0.9740300240502997,75,Relative
