Abbrev,Score,Term,Estimate,Lower,Upper,Raters,Error
GoodWill,Rating,"ICC(C,1)",0.3975816937962609,0.34405641513754687,0.46015253863489525,1,Relative
GoodWill,Rating,"ICC(C,k)",0.9806506566637606,0.9755283566388833,0.9847979283479216,76,Relative
