Abbrev,Score,Term,Estimate,Lower,Upper,Raters,Error
ForrestGump,Rating,"ICC(C,1)",0.14497174532079382,0.1227879472785785,0.17596749803555625,1,Relative
ForrestGump,Rating,"ICC(C,k)",0.9319212725388238,0.9160937752945604,0.9433635071901405,78,Relative
