Abbrev,Score,Term,Estimate,Lower,Upper,Raters,Error
BealeStreet,Rating,"ICC(C,1)",0.191942553041408,0.1616405663911028,0.23731201013545444,1,Relative
BealeStreet,Rating,"ICC(C,k)",0.9498276693841609,0.9361154675122538,0.9594280386083914,76,Relative
